-66.08949633,75.84617332,-44.4336716
-66.30733914,75.63553254,-44.92510013
-66.49978013,75.26061349,-45.56488369
-66.66821925,74.77719657,-46.2955484
-66.81405645,74.24106217,-47.05962036
-66.93869167,73.70799069,-47.79962567
-67.04368772,73.22470949,-48.46605175
-67.13197947,72.76168163,-49.0764533
-67.20718937,72.25114962,-49.68199643
-67.27294502,71.62507005,-50.33409869
-67.33287403,70.81539952,-51.08417761
-67.39033824,69.75848615,-51.98211998
-67.44311635,68.48293966,-53.04565283
-67.48368293,67.10502051,-54.26195067
-67.50430264,65.74445773,-55.61697897
-67.49724014,64.52098037,-57.0967032
-67.45479996,63.55394872,-58.68697767
-67.37295075,62.92881694,-60.36343736
-67.25422703,62.67028214,-62.08340496
-67.10184617,62.79672287,-63.80229873
-66.91902552,63.32651766,-65.47553696
-66.7089824,64.27804351,-67.05853888
-66.47422983,65.64116708,-68.52473714
-66.21477643,67.30437701,-69.91161708
-65.93007444,69.13363853,-71.27089479
-65.61957608,70.99491692,-72.65428634
-65.28273359,72.75417743,-74.1135078
-64.91514373,74.29446658,-75.6912292
-64.48382891,75.62542677,-77.36307695
-63.94297309,76.81358008,-79.07455462
-63.24669894,77.92571991,-80.77102213
-62.34912917,79.02863962,-82.39783939
-61.20775001,80.18586811,-83.90224377
-59.8395679,81.40316617,-85.26469572
-58.31261722,82.63676881,-86.49413854
-56.69658484,83.84130721,-87.6004379
-55.0611576,84.97141257,-88.59345948
-53.47552697,85.98200014,-89.4830734
-51.97579055,86.84696175,-90.27944794
-50.54471264,87.57077144,-90.99323185
-49.16022295,88.16067547,-91.63511741
-47.80025123,88.62392011,-92.21579693
-46.4427294,88.96775277,-92.74596282
-45.07127107,89.20240014,-93.23666394
-43.68746779,89.34751598,-93.70007691
-42.29645846,89.42461416,-94.14860087
-40.90338201,89.45520855,-94.59463497
-39.51337734,89.46081303,-95.05057834
-38.13320993,89.46116094,-95.52807829
-36.78028701,89.46433649,-96.03386307
-35.47629455,89.47374017,-96.5726832
-34.24293013,89.49275976,-97.14928379
-33.10189132,89.52478298,-97.76840997
-32.07402194,89.5721265,-98.434398
-31.16730172,89.6209687,-99.14542404
-30.37976201,89.64500745,-99.89490035
-29.70917562,89.61761627,-100.6761154
-29.15331533,89.51216869,-101.4823575
-28.70995893,89.30205593,-102.3070671
-28.37713612,88.96156452,-103.1513606
-28.15324216,88.46628028,-104.0274943
-28.03670104,87.79189103,-104.9485989
-28.02593674,86.91408459,-105.9278055
-28.11936865,85.80858463,-106.978224
-28.31152199,84.48152205,-108.0951465
-28.5859396,83.02478274,-109.2236154
-28.92424213,81.54526168,-110.2998782
-29.30805026,80.14985383,-111.2601823
-29.71898465,78.94545416,-112.0407753
-30.14059726,78.02057968,-112.5901615
-30.56762374,77.35732472,-112.9278225
-30.99881589,76.89956664,-113.0987282
-31.43293072,76.59113313,-113.1478814
-31.86872522,76.37585187,-113.1202852
-32.30485249,76.19959718,-113.0588406
-32.73862045,76.03473624,-112.9792388
-33.16639929,75.87210508,-112.8782026
-33.58454008,75.70291573,-112.7520686
-33.98939391,75.51838022,-112.5971733
-34.37719482,75.31046251,-112.4095585
-34.73955555,75.10081506,-112.1736252
-35.06204404,74.9499236,-111.8585483
-35.32982006,74.92089619,-111.4324742
-35.52804338,75.07684087,-110.8635496
-35.64191065,75.48075592,-110.1199839
-35.67117974,76.1522896,-109.1948284
-35.6522786,77.00192058,-108.1436941
-35.62731729,77.9232114,-107.0318856
-35.63840584,78.80972459,-105.9247079
