169.3966036,111.8440716,-19.07365106
169.2713041,111.8440716,-19.06952885
169.1464746,111.8440716,-19.05729203
169.0225852,111.8440716,-19.0371353
168.900106,111.8440716,-19.00925334
168.7795069,111.8440716,-18.97384088
168.6612581,111.8440716,-18.93109259
168.5458295,111.8440716,-18.88120319
168.4336913,111.8440716,-18.82436737
168.3253134,111.8440716,-18.76077983
168.2211659,111.8440716,-18.69063527
168.1217189,111.8440716,-18.61412839
168.0274424,111.8440716,-18.53145389
167.9388007,111.8440716,-18.4428122
167.8561262,111.8440716,-18.3485357
167.7796194,111.8440716,-18.2490887
167.7094748,111.8440716,-18.14494124
167.6458873,111.8440716,-18.03656337
167.5890514,111.8440716,-17.92442513
167.539162,111.8440716,-17.80899657
167.4964138,111.8440716,-17.69074774
167.4610013,111.8440716,-17.57014868
167.4331193,111.8440716,-17.44766943
167.4129626,111.8440716,-17.32378005
167.4007258,111.8440716,-17.19895058
167.3966036,111.8440716,-17.07365106
167.4007258,111.8440716,-16.94835154
167.4129626,111.8440716,-16.82352207
167.4331193,111.8440716,-16.69963269
167.4610013,111.8440716,-16.57715344
167.4964138,111.8440716,-16.45655438
167.539162,111.8440716,-16.33830555
167.5890514,111.8440716,-16.22287699
167.6458873,111.8440716,-16.11073875
167.7094748,111.8440716,-16.00236088
167.7796194,111.8440716,-15.89821342
167.8561262,111.8440716,-15.79876642
167.9388007,111.8440716,-15.70448992
168.0274424,111.8440716,-15.61584823
168.1217189,111.8440716,-15.53317373
168.2211659,111.8440716,-15.45666685
168.3253134,111.8440716,-15.38652229
168.4336913,111.8440716,-15.32293475
168.5458295,111.8440716,-15.26609893
168.6612581,111.8440716,-15.21620953
168.7795069,111.8440716,-15.17346124
168.900106,111.8440716,-15.13804878
169.0225852,111.8440716,-15.11016682
169.1464746,111.8440716,-15.09001009
169.2713041,111.8440716,-15.07777327
169.3966036,111.8440716,-15.07365106
169.5219031,111.8440716,-15.07777327
169.6467326,111.8440716,-15.09001009
169.770622,111.8440716,-15.11016682
169.8931012,111.8440716,-15.13804878
170.0137003,111.8440716,-15.17346124
170.1319491,111.8440716,-15.21620953
170.2473776,111.8440716,-15.26609893
170.3595159,111.8440716,-15.32293475
170.4678938,111.8440716,-15.38652229
170.5720412,111.8440716,-15.45666685
170.6714882,111.8440716,-15.53317373
170.7657647,111.8440716,-15.61584823
170.8544064,111.8440716,-15.70448992
170.9370809,111.8440716,-15.79876642
171.0135878,111.8440716,-15.89821342
171.0837323,111.8440716,-16.00236088
171.1473199,111.8440716,-16.11073875
171.2041557,111.8440716,-16.22287699
171.2540451,111.8440716,-16.33830555
171.2967934,111.8440716,-16.45655438
171.3322059,111.8440716,-16.57715344
171.3600878,111.8440716,-16.69963269
171.3802445,111.8440716,-16.82352207
171.3924814,111.8440716,-16.94835154
171.3966036,111.8440716,-17.07365106
171.3924814,111.8440716,-17.19895058
171.3802445,111.8440716,-17.32378005
171.3600878,111.8440716,-17.44766943
171.3322059,111.8440716,-17.57014868
171.2967934,111.8440716,-17.69074774
171.2540451,111.8440716,-17.80899657
171.2041557,111.8440716,-17.92442513
171.1473199,111.8440716,-18.03656337
171.0837323,111.8440716,-18.14494124
171.0135878,111.8440716,-18.2490887
170.9370809,111.8440716,-18.3485357
170.8544064,111.8440716,-18.4428122
170.7657647,111.8440716,-18.53145389
170.6714882,111.8440716,-18.61412839
170.5720412,111.8440716,-18.69063527
170.4678938,111.8440716,-18.76077983
170.3595159,111.8440716,-18.82436737
170.2473776,111.8440716,-18.88120319
170.1319491,111.8440716,-18.93109259
170.0137003,111.8440716,-18.97384088
169.8931012,111.8440716,-19.00925334
169.770622,111.8440716,-19.0371353
169.6467326,111.8440716,-19.05729203
169.5219031,111.8440716,-19.06952885
169.3966036,111.8440716,-19.07365106
